id,stock,Nasdaq Traded,security_name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
1449,FN,Y,Fabrinet Ordinary Shares,N, ,N,100.0,N,,FN,FN,N
1450,FNB,Y,F.N.B. Corporation Common Stock,N, ,N,100.0,N,,FNB,FNB,N
1451,FNCL,Y,Fidelity MSCI Financials Index ETF,P, ,Y,100.0,N,,FNCL,FNCL,N
1452,FNDA,Y,Schwab Fundamental U.S. Small Company Index ETF,P, ,Y,100.0,N,,FNDA,FNDA,N
1453,FNDF,Y,Schwab Fundamental International Large Company Index ETF,P, ,Y,100.0,N,,FNDF,FNDF,N
1454,FNDX,Y,Schwab Fundamental U.S. Large Company Index ETF,P, ,Y,100.0,N,,FNDX,FNDX,N
1455,FNF,Y,"FNF Group of Fidelity National Financial, Inc. Common Stock",N, ,N,100.0,N,,FNF,FNF,N
1456,FNHC,Y,FedNat Holding Company - Common Stock,Q,G,N,100.0,N,N,,FNHC,N
1457,FNI,Y,First Trust Chindia ETF,P, ,Y,100.0,N,,FNI,FNI,N
1458,FNJN,Y,"Finjan Holdings, Inc. - Common Stock",Q,S,N,100.0,N,N,,FNJN,N
1459,FNK,Y,First Trust Mid Cap Value AlphaDEX Fund,Q,G,Y,100.0,N,N,,FNK,N
1460,FNLC,Y,"First Bancorp, Inc (ME) - Common Stock",Q,Q,N,100.0,N,N,,FNLC,N
1461,FNV,Y,Franco-Nevada Corporation,N, ,N,100.0,N,,FNV,FNV,N
1462,FNX,Y,First Trust Mid Cap Core AlphaDEX Fund,Q,G,Y,100.0,N,N,,FNX,N
1463,FOE,Y,Ferro Corporation Common Stock,N, ,N,100.0,N,,FOE,FOE,N
1464,FOF,Y,"Cohen & Steers Closed-End Opportunity Fund, Inc. Common Stock",N, ,N,100.0,N,,FOF,FOF,N
1465,FOLD,Y,"Amicus Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,N,,FOLD,N
1466,FONR,Y,Fonar Corporation - Common Stock,Q,S,N,100.0,N,N,,FONR,N
1467,FOR,Y,Forestar Group Inc Common Stock ,N, ,N,100.0,N,,FOR,FOR,N
1468,FORD,Y,"Forward Industries, Inc. - Common Stock",Q,S,N,100.0,N,N,,FORD,N
1469,FORM,Y,"FormFactor, Inc. - Common Stock",Q,Q,N,100.0,N,N,,FORM,N
1470,FORR,Y,"Forrester Research, Inc. - Common Stock",Q,Q,N,100.0,N,N,,FORR,N
1471,FORTY,Y,Formula Systems (1985) Ltd. - American Depositary Shares,Q,Q,N,100.0,N,N,,FORTY,N
1472,FOSL,Y,"Fossil Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,FOSL,N
1473,FOX,Y,Fox Corporation - Class B Common Stock,Q,Q,N,100.0,N,N,,FOX,N
1474,FOXA,Y,Fox Corporation - Class A Common Stock,Q,Q,N,100.0,N,N,,FOXA,N
1475,FOXF,Y,Fox Factory Holding Corp. - Common Stock,Q,Q,N,100.0,N,N,,FOXF,N
1476,FPE,Y,First Trust Preferred Securities and Income ETF ETF,P, ,Y,100.0,N,,FPE,FPE,N
1477,FPF,Y,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,FPF,FPF,N
1478,FPI,Y,Farmland Partners Inc. Common Stock,N, ,N,100.0,N,,FPI,FPI,N
1479,FPL,Y,First Trust New Opportunities MLP & Energy Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,FPL,FPL,N
1480,FPRX,Y,"Five Prime Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,FPRX,N
1481,FPX,Y,First Trust US Equity Opportunities ETF,P, ,Y,100.0,N,,FPX,FPX,N
1482,FR,Y,"First Industrial Realty Trust, Inc. Common Stock",N, ,N,100.0,N,,FR,FR,N
1483,FRA,Y,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,N, ,N,100.0,N,,FRA,FRA,N
1484,FRAK,Y,VanEck Vectors Unconventional Oil & Gas ETF,P, ,Y,100.0,N,,FRAK,FRAK,N
1485,FRAN,Y,Francesca's Holdings Corporation - Common Stock,Q,Q,N,100.0,N,N,,FRAN,N
1486,FRBA,Y,First Bank - Common Stock,Q,G,N,100.0,N,N,,FRBA,N
1487,FRBK,Y,"Republic First Bancorp, Inc. - Common Stock",Q,G,N,100.0,N,N,,FRBK,N
1488,FRC,Y,FIRST REPUBLIC BANK Common Stock,N, ,N,100.0,N,,FRC,FRC,N
1489,FRD,Y,Friedman Industries Inc. Common Stock,A, ,N,100.0,N,,FRD,FRD,N
1490,FRI,Y,First Trust S&P REIT Index Fund,P, ,Y,100.0,N,,FRI,FRI,N
1491,FRME,Y,First Merchants Corporation - Common Stock,Q,Q,N,100.0,N,N,,FRME,N
1492,FRO,Y,Frontline Ltd. Ordinary Shares,N, ,N,100.0,N,,FRO,FRO,N
1493,FRPH,Y,"FRP Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,FRPH,N
1494,FRPT,Y,"Freshpet, Inc. - Common Stock",Q,G,N,100.0,N,N,,FRPT,N
1495,FSBW,Y,"FS Bancorp, Inc. - Common Stock",Q,S,N,100.0,N,N,,FSBW,N
1496,FSFG,Y,"First Savings Financial Group, Inc. - Common Stock",Q,S,N,100.0,N,N,,FSFG,N
1497,FSI,Y,Flexible Solutions International Inc. Common Stock (CDA),A, ,N,100.0,N,,FSI,FSI,N
1498,FSLR,Y,"First Solar, Inc. - Common Stock",Q,Q,N,100.0,N,N,,FSLR,N
1499,FSM,Y,Fortuna Silver Mines Inc Ordinary Shares (Canada),N, ,N,100.0,N,,FSM,FSM,N
1500,FSP,Y,Franklin Street Properties Corp. Common Stock,A, ,N,100.0,N,,FSP,FSP,N
1501,FSRV,Y,FinServ Acquisition Corp. - Class A Common Stock,Q,S,N,100.0,N,N,,FSRV,N
1502,FSS,Y,Federal Signal Corporation Common Stock,N, ,N,100.0,N,,FSS,FSS,N
1503,FSTR,Y,L.B. Foster Company - Common Stock,Q,Q,N,100.0,N,N,,FSTR,N
1504,FSZ,Y,First Trust Switzerland AlphaDEX Fund,Q,G,Y,100.0,N,N,,FSZ,N
1505,FT,Y,Franklin Universal Trust Common Stock,N, ,N,100.0,N,,FT,FT,N
1506,FTA,Y,First Trust Large Cap Value AlphaDEX Fund,Q,G,Y,100.0,N,N,,FTA,N
1507,FTC,Y,First Trust Large Cap Growth AlphaDEX Fund,Q,G,Y,100.0,N,N,,FTC,N
1508,FTCS,Y,First Trust Capital Strength ETF,Q,G,Y,100.0,N,N,,FTCS,N
1509,FTEK,Y,"Fuel Tech, Inc. - Common Stock",Q,Q,N,100.0,N,D,,FTEK,N
1510,FTF,Y,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,A, ,N,100.0,N,,FTF,FTF,N
1511,FTI,Y,TechnipFMC plc Ordinary Share,N, ,N,100.0,N,,FTI,FTI,N
1512,FTK,Y,"Flotek Industries, Inc. Common Stock",N, ,N,100.0,N,,FTK,FTK,N
1513,FTLS,Y,First Trust Long/Short Equity,P, ,Y,100.0,N,,FTLS,FTLS,N
1514,FTNT,Y,"Fortinet, Inc. - Common Stock",Q,Q,N,100.0,N,N,,FTNT,N
1515,FTR,Y,Frontier Communications Corporation - Common Stock,Q,Q,N,100.0,N,D,,FTR,N
1516,FTSL,Y,First Trust Senior Loan Fund ETF,Q,G,Y,100.0,N,N,,FTSL,N
1517,FTSM,Y,First Trust Enhanced Short Maturity ETF,Q,G,Y,100.0,N,N,,FTSM,N
1518,FUD,Y,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Food ETN,P, ,N,100.0,N,,FUD,FUD,N
1519,FUE,Y,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the MLCX Biofuels Index - Total Return Structured Product,P, ,N,100.0,N,,FUE,FUE,N
1520,FUL,Y,H. B. Fuller Company Common Stock,N, ,N,100.0,N,,FUL,FUL,N
1521,FULT,Y,Fulton Financial Corporation - Common Stock,Q,Q,N,100.0,N,N,,FULT,N
1522,FUN,Y,"Cedar Fair, L.P. Common Stock",N, ,N,100.0,N,,FUN,FUN,N
1523,FUNC,Y,First United Corporation - Common Stock,Q,Q,N,100.0,N,N,,FUNC,N
1524,FUND,Y,"Sprott Focus Trust, Inc. - Closed End Fund",Q,Q,N,100.0,N,N,,FUND,N
1525,FUTY,Y,Fidelity MSCI Utilities Index ETF,P, ,Y,100.0,N,,FUTY,FUTY,N
1526,FV,Y,First Trust Dorsey Wright Focus 5 ETF,Q,G,Y,100.0,N,N,,FV,N
1527,FVD,Y,First Trust VL Dividend,P, ,Y,100.0,N,,FVD,FVD,N
1528,FVE,Y,Five Star Senior Living Inc. - Common Shares,Q,S,N,100.0,N,N,,FVE,N
1529,FVL,Y,First Trust Value Line 100 Fund,P, ,Y,100.0,N,,FVL,FVL,N
1530,FWDB,Y,AdvisorShares FolioBeyond Smart Core Bond ETF,P, ,Y,100.0,N,,FWDB,FWDB,N
1531,FWP,Y,Forward Pharma A/S - American Depositary Shares,Q,S,N,100.0,N,N,,FWP,N
1532,FWRD,Y,Forward Air Corporation - Common Stock,Q,Q,N,100.0,N,N,,FWRD,N
1533,FXA,Y,Invesco CurrencyShares Australian Dollar Trust,P, ,Y,100.0,N,,FXA,FXA,N
1534,FXB,Y,Invesco CurrencyShares British Pound Sterling Trust,P, ,Y,100.0,N,,FXB,FXB,N
1535,FXC,Y,Invesco CurrencyShares Canadian Dollar Trust,P, ,Y,100.0,N,,FXC,FXC,N
1536,FXD,Y,First Trust Cons. Discret. AlphaDEX,P, ,Y,100.0,N,,FXD,FXD,N
1537,FXF,Y,Invesco CurrencyShares Swiss Franc Trust,P, ,Y,100.0,N,,FXF,FXF,N
1538,FXG,Y,First Trust Cons. Staples AlphaDEX,P, ,Y,100.0,N,,FXG,FXG,N
1539,FXH,Y,First Trust Health Care AlphaDEX,P, ,Y,100.0,N,,FXH,FXH,N
1540,FXI,Y,iShares China Large-Cap ETF,P, ,Y,100.0,N,,FXI,FXI,N
1541,FXL,Y,First Trust Technology AlphaDEX,P, ,Y,100.0,N,,FXL,FXL,N
1542,FXN,Y,First Trust Energy AlphaDEX Fund,P, ,Y,100.0,N,,FXN,FXN,N
1543,FXO,Y,First Trust Financials AlphaDEX,P, ,Y,100.0,N,,FXO,FXO,N
1544,FXP,Y,ProShares Ultrashort FTSE China 50,P, ,Y,100.0,N,,FXP,FXP,N
1545,FXR,Y,First Trust Industrials AlphaDEX,P, ,Y,100.0,N,,FXR,FXR,N
1546,FXY,Y,Invesco CurrencyShares Japanese Yen Trust,P, ,Y,100.0,N,,FXY,FXY,N
1547,FXZ,Y,First Trust Materials AlphaDEX Fund,P, ,Y,100.0,N,,FXZ,FXZ,N
1548,FYC,Y,First Trust Small Cap Growth AlphaDEX Fund,Q,G,Y,100.0,N,N,,FYC,N
1549,FYLD,Y,Cambria Foreign Shareholder Yield ETF,Z, ,Y,100.0,N,,FYLD,FYLD,N
1550,G,Y,Genpact Limited Common Stock,N, ,N,100.0,N,,G,G,N
1551,GAA,Y,Cambria Global Asset Allocation ETF,Z, ,Y,100.0,N,,GAA,GAA,N
1552,GAB,Y,"Gabelli Equity Trust, Inc. (The) Common Stock",N, ,N,100.0,N,,GAB,GAB,N
1553,GABC,Y,"German American Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,N,,GABC,N
1554,GAIA,Y,"Gaia, Inc. - Class A Common Stock",Q,G,N,100.0,N,N,,GAIA,N
1555,GAIN,Y,Gladstone Investment Corporation - Business Development Company,Q,Q,N,100.0,N,N,,GAIN,N
1556,GAL,Y,SPDR SSgA Global Allocation ETF,P, ,Y,100.0,N,,GAL,GAL,N
1557,GALT,Y,Galectin Therapeutics Inc. - Common Stock,Q,S,N,100.0,N,N,,GALT,N
1558,GAM,Y,"General American Investors, Inc. Common Stock",N, ,N,100.0,N,,GAM,GAM,N
1559,GARS,Y,Garrison Capital Inc. - Common Stock,Q,Q,N,100.0,N,N,,GARS,N
1560,GAZ,Y,Barclays Bank PLC iPath Series B Bloomberg Natural Gas Subindex Total Return ETN,P, ,N,100.0,N,,GAZ,GAZ,N
1561,GBAB,Y,Guggenheim Taxable Municipal Managed Duration Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,,GBAB,GBAB,N
1562,GBCI,Y,"Glacier Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,N,,GBCI,N
1563,GBDC,Y,"Golub Capital BDC, Inc. - Common Stock",Q,Q,N,100.0,N,N,,GBDC,N
1564,GBL,Y,"Gamco Investors, Inc. Common Stock",N, ,N,100.0,N,,GBL,GBL,N
1565,GBLI,Y,Global Indemnity Limited - Class A Common Shares,Q,Q,N,100.0,N,N,,GBLI,N
1566,GBR,Y,"New Concept Energy, Inc Common Stock",A, ,N,100.0,N,,GBR,GBR,N
1567,GBX,Y,"Greenbrier Companies, Inc. (The) Common Stock",N, ,N,100.0,N,,GBX,GBX,N
1568,GCAP,Y,"GAIN Capital Holdings, Inc. Common Stock",N, ,N,100.0,N,,GCAP,GCAP,N
1569,GCBC,Y,"Greene County Bancorp, Inc. - Common Stock",Q,S,N,100.0,N,N,,GCBC,N
1570,GCC,Y,WisdomTree Continuous Commodity Index Fund,P, ,Y,100.0,N,,GCC,GCC,N
1571,GCI,Y,"Gannett Co., Inc. Common Stock",N, ,N,100.0,N,,GCI,GCI,N
1572,GCO,Y,Genesco Inc. Common Stock,N, ,N,100.0,N,,GCO,GCO,N
1573,GCV,Y,"Gabelli Convertible and Income Securities Fund, Inc. (The) Common Stock",N, ,N,100.0,N,,GCV,GCV,N
1574,GD,Y,General Dynamics Corporation Common Stock,N, ,N,100.0,N,,GD,GD,N
1575,GDL,Y,"GDL Fund, The Common Shares of Beneficial Interest",N, ,N,100.0,N,,GDL,GDL,N
1576,GDO,Y,Western Asset Global Corporate Defined Opportunity Fund Inc. Western Asset Global Corporate Defined Opportunity Fund Inc.,N, ,N,100.0,N,,GDO,GDO,N
1577,GDOT,Y,"Green Dot Corporation Class A Common Stock, $0.001 par value",N, ,N,100.0,N,,GDOT,GDOT,N
1578,GDP,Y,Goodrich Petroleum Corporation Common Stock,A, ,N,100.0,N,,GDP,GDP,N
1579,GDV,Y,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,,GDV,GDV,N
1580,GDX,Y,VanEck Vectors Gold Miners ETF,P, ,Y,100.0,N,,GDX,GDX,N
1581,GDXJ,Y,VanEck Vectors Junior Gold Miners ETF,P, ,Y,100.0,N,,GDXJ,GDXJ,N
1582,GEF,Y,Greif Inc. Class A Common Stock,N, ,N,100.0,N,,GEF,GEF,N
1583,GEL,Y,"Genesis Energy, L.P. Common Units",N, ,N,100.0,N,,GEL,GEL,N
1584,GENE,Y,Genetic Technologies Ltd - American Depositary Shares representing 600 ordinary shares,Q,S,N,100.0,N,D,,GENE,N
1585,GEO,Y,Geo Group Inc (The) REIT,N, ,N,100.0,N,,GEO,GEO,N
1586,GEOS,Y,Geospace Technologies Corporation - Common Stock,Q,Q,N,100.0,N,N,,GEOS,N
1587,GER,Y,Goldman Sachs MLP Energy Renaissance Fund,N, ,N,100.0,N,,GER,GER,N
1588,GERN,Y,Geron Corporation - Common Stock,Q,Q,N,100.0,N,N,,GERN,N
1589,GEVO,Y,"Gevo, Inc. - Common Stock",Q,S,N,100.0,N,N,,GEVO,N
1590,GF,Y,"New Germany Fund, Inc. (The) Common Stock",N, ,N,100.0,N,,GF,GF,N
1591,GFED,Y,"Guaranty Federal Bancshares, Inc. - Common Stock",Q,G,N,100.0,N,N,,GFED,N
1592,GFF,Y,Griffon Corporation Common Stock,N, ,N,100.0,N,,GFF,GFF,N
1593,GFI,Y,Gold Fields Limited American Depositary Shares,N, ,N,100.0,N,,GFI,GFI,N
1594,GFNCP,Y,General Finance Corporation - Cumulative Redeemable Perpetual Preferred Series C,Q,G,N,100.0,N,N,,GFNCP,N
1595,GFY,Y,Western Asset Variable Rate Strategic Fund Inc. Common Stock,N, ,N,100.0,N,,GFY,GFY,N
1596,GGB,Y,Gerdau S.A. Common Stock,N, ,N,100.0,N,,GGB,GGB,N
1597,GGG,Y,Graco Inc. Common Stock,N, ,N,100.0,N,,GGG,GGG,N
1598,GGM,Y,Guggenheim Credit Allocation Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,GGM,GGM,N
1599,GGN,Y,"GAMCO Global Gold, Natural Resources & Income Trust",A, ,N,100.0,N,,GGN,GGN,N
1600,GGT,Y,"Gabelli Multi-Media Trust, Inc. (The) Common Stock",N, ,N,100.0,N,,GGT,GGT,N
1601,GGZ,Y,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest,N, ,N,100.0,N,,GGZ,GGZ,N
1602,GHC,Y,Graham Holdings Company Common Stock,N, ,N,100.0,N,,GHC,GHC,N
1603,GHL,Y,"Greenhill & Co., Inc. Common Stock",N, ,N,100.0,N,,GHL,GHL,N
1604,GHM,Y,Graham Corporation Common Stock,N, ,N,100.0,N,,GHM,GHM,N
1605,GHY,Y,"PGIM Global High Yield Fund, Inc.",N, ,N,100.0,N,,GHY,GHY,N
1606,GIB,Y,CGI Inc. Common Stock,N, ,N,100.0,N,,GIB,GIB,N
1607,GIFI,Y,"Gulf Island Fabrication, Inc. - Common Stock",Q,Q,N,100.0,N,N,,GIFI,N
1608,GIGM,Y,GigaMedia Limited - Ordinary Shares,Q,S,N,100.0,N,N,,GIGM,N
1609,GII,Y,SPDR S&P Global Infrastructure ETF,P, ,Y,100.0,N,,GII,GII,N
1610,GIII,Y,"G-III Apparel Group, LTD. - Common Stock",Q,Q,N,100.0,N,N,,GIII,N
1611,GIL,Y,"Gildan Activewear, Inc. Class A Sub. Vot. Common Stock",N, ,N,100.0,N,,GIL,GIL,N
1612,GILD,Y,"Gilead Sciences, Inc. - Common Stock",Q,Q,N,100.0,N,N,,GILD,N
1613,GILT,Y,Gilat Satellite Networks Ltd. - Ordinary Shares,Q,Q,N,100.0,N,N,,GILT,N
1614,GIM,Y,"Templeton Global Income Fund, Inc. Common Stock",N, ,N,100.0,N,,GIM,GIM,N
1615,GIS,Y,"General Mills, Inc. Common Stock",N, ,N,100.0,N,,GIS,GIS,N
1616,GLAD,Y,Gladstone Capital Corporation - Common Stock,Q,Q,N,100.0,N,N,,GLAD,N
1617,GLBS,Y,Globus Maritime Limited - Common Stock,Q,S,N,100.0,N,D,,GLBS,N
1618,GLBZ,Y,Glen Burnie Bancorp - Common Stock,Q,S,N,100.0,N,N,,GLBZ,N
1619,GLD,Y,SPDR Gold Trust,P, ,Y,100.0,N,,GLD,GLD,N
1620,GLL,Y,ProShares UltraShort Gold,P, ,Y,100.0,N,,GLL,GLL,N
1621,GLMD,Y,Galmed Pharmaceuticals Ltd. - Ordinary Shares,Q,S,N,100.0,N,N,,GLMD,N
1622,GLNG,Y,Golar LNG Limited - Common Shares,Q,Q,N,100.0,N,N,,GLNG,N
1623,GLOB,Y,Globant S.A. Common Shares,N, ,N,100.0,N,,GLOB,GLOB,N
1624,GLOG,Y,GasLog Ltd. Common Shares,N, ,N,100.0,N,,GLOG,GLOG,N
1625,GLOP,Y,GasLog Partners LP Common Units representing limited partnership interests,N, ,N,100.0,N,,GLOP,GLOP,N
1626,GLP,Y,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests,N, ,N,100.0,N,,GLP,GLP,N
1627,GLQ,Y,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,A, ,N,100.0,N,,GLQ,GLQ,N
1628,GLRE,Y,"Greenlight Reinsurance, Ltd. - Class A Ordinary Shares",Q,Q,N,100.0,N,N,,GLRE,N
1629,GLT,Y,Glatfelter Common Stock,N, ,N,100.0,N,,GLT,GLT,N
1630,GLTR,Y,Aberdeen Standard Physical Precious Metals Basket Shares ETF,P, ,Y,100.0,N,,GLTR,GLTR,N
1631,GLU,Y,Gabelli Global Utility Common Shares of Beneficial Ownership,A, ,N,100.0,N,,GLU,GLU,N
1632,GLUU,Y,Glu Mobile Inc. - Common Stock,Q,Q,N,100.0,N,N,,GLUU,N
1633,GLV,Y,Clough Global Dividend and Income Fund Common Shares of beneficial interest,A, ,N,100.0,N,,GLV,GLV,N
1634,GLYC,Y,"GlycoMimetics, Inc. - Common Stock",Q,G,N,100.0,N,N,,GLYC,N
1635,GM,Y,General Motors Company Common Stock,N, ,N,100.0,N,,GM,GM,N
1636,GMAN,Y,Goldman Sachs Motif Manufacturing Revolution ETF,P, ,Y,100.0,N,,GMAN,GMAN,N
1637,GME,Y,GameStop Corporation Common Stock,N, ,N,100.0,N,,GME,GME,N
1638,GMED,Y,"Globus Medical, Inc. Class A Common Stock",N, ,N,100.0,N,,GMED,GMED,N
1639,GMF,Y,SPDR S&P Emerging Asia Pacific ETF,P, ,Y,100.0,N,,GMF,GMF,N
1640,GMLP,Y,Golar LNG Partners LP - Common Units Representing Limited Partnership,Q,Q,N,100.0,N,N,,GMLP,N
1641,GMO,Y,"General Moly, Inc. Common Stock",A, ,N,100.0,N,,GMO,GMO,N
1642,GMOM,Y,Cambria Global Momentum ETF,Z, ,Y,100.0,N,,GMOM,GMOM,N
1643,GMZ,Y,Goldman Sachs MLP Income Opportunities Fund,N, ,N,100.0,N,,GMZ,GMZ,N
1644,GNC,Y,"GNC Holdings, Inc. Class A Common Stock",N, ,N,100.0,N,,GNC,GNC,N
1645,GNCA,Y,"Genocea Biosciences, Inc. - Common Stock",Q,S,N,100.0,N,N,,GNCA,N
1646,GNE,Y,Genie Energy Ltd. Class B Common Stock Stock,N, ,N,100.0,N,,GNE,GNE,N
1647,GNMA,Y,iShares GNMA Bond ETF,Q,G,Y,100.0,N,N,,GNMA,N
1648,GNMK,Y,"GenMark Diagnostics, Inc. - Common Stock",Q,G,N,100.0,N,N,,GNMK,N
1649,GNRC,Y,Generac Holdlings Inc. Common Stock,N, ,N,100.0,N,,GNRC,GNRC,N
1650,GNTX,Y,Gentex Corporation - Common Stock,Q,Q,N,100.0,N,N,,GNTX,N
1651,GNW,Y,Genworth Financial Inc Common Stock,N, ,N,100.0,N,,GNW,GNW,N
1652,GOF,Y,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,GOF,GOF,N
1653,GOGO,Y,Gogo Inc. - Common Stock,Q,Q,N,100.0,N,N,,GOGO,N
1654,GOL,Y,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 2 Pfd Shares,N, ,N,100.0,N,,GOL,GOL,N
1655,GOLD,Y,Barrick Gold Corporation Common Stock (BC),N, ,N,100.0,N,,GOLD,GOLD,N
1656,GOODN,Y,Gladstone Commercial Corporation - 6.625% Series E Cumulative Redeemable Preferred Stock,Q,Q,N,100.0,N,N,,GOODN,N
1657,GOOG,Y,Alphabet Inc. - Class C Capital Stock,Q,Q,N,100.0,N,N,,GOOG,N
1658,GOOGL,Y,Alphabet Inc. - Class A Common Stock,Q,Q,N,100.0,N,N,,GOOGL,N
1659,GORO,Y,Gold Resource Corporation Common Stock,A, ,N,100.0,N,,GORO,GORO,N
1660,GOVT,Y,iShares U.S. Treasury Bond ETF,Z, ,Y,100.0,N,,GOVT,GOVT,N
1661,GPC,Y,Genuine Parts Company Common Stock,N, ,N,100.0,N,,GPC,GPC,N
1662,GPI,Y,"Group 1 Automotive, Inc. Common Stock",N, ,N,100.0,N,,GPI,GPI,N
1663,GPK,Y,Graphic Packaging Holding Company,N, ,N,100.0,N,,GPK,GPK,N
1664,GPL,Y,Great Panther Mining Limited Ordinary Shares (Canada),A, ,N,100.0,N,,GPL,GPL,N
1665,GPM,Y,Guggenheim Enhanced Equity Income Fund,N, ,N,100.0,N,,GPM,GPM,N
1666,GPN,Y,Global Payments Inc. Common Stock,N, ,N,100.0,N,,GPN,GPN,N
1667,GPOR,Y,Gulfport Energy Corporation - Common Stock,Q,Q,N,100.0,N,N,,GPOR,N
1668,GPRE,Y,"Green Plains, Inc. - Common Stock",Q,Q,N,100.0,N,N,,GPRE,N
1669,GPRK,Y,Geopark Ltd Common Shares,N, ,N,100.0,N,,GPRK,GPRK,N
1670,GPRO,Y,"GoPro, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,GPRO,N
1671,GPS,Y,"Gap, Inc. (The) Common Stock",N, ,N,100.0,N,,GPS,GPS,N
1672,GPX,Y,GP Strategies Corporation Common Stock,N, ,N,100.0,N,,GPX,GPX,N
1673,GQRE,Y,FlexShares Global Quality Real Estate Index Fund,P, ,Y,100.0,N,,GQRE,GQRE,N
1674,GRAM,Y,"Grana y Montero S.A.A. American Depositary Shares, each representing five Common Shares",N, ,N,100.0,N,,GRAM,GRAM,N
1675,GRBK,Y,"Green Brick Partners, Inc. - Common Stock",Q,S,N,100.0,N,N,,GRBK,N
1676,GRC,Y,Gorman-Rupp Company (The) Common Stock,N, ,N,100.0,N,,GRC,GRC,N
1677,GREK,Y,Global X MSCI Greece ETF,P, ,Y,100.0,N,,GREK,GREK,N
1678,GRF,Y,"Eagle Capital Growth Fund, Inc. Common Stock",A, ,N,100.0,N,,GRF,GRF,N
1679,GRFS,Y,"Grifols, S.A. - American Depositary Shares",Q,Q,N,100.0,N,N,,GRFS,N
1680,GRIF,Y,"Griffin Industrial Realty, Inc. - Common Stock",Q,G,N,100.0,N,N,,GRIF,N
1681,GRMN,Y,Garmin Ltd. - Common Stock,Q,Q,N,100.0,N,N,,GRMN,N
1682,GRN,Y,iPath Series B Carbon Exchange-Traded Notes,P, ,N,100.0,N,,GRN,GRN,N
1683,GRPN,Y,"Groupon, Inc. - Common Stock",Q,Q,N,100.0,N,N,,GRPN,N
1684,GRU,Y,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the MLCX Grains Index - Total Return,P, ,N,100.0,N,,GRU,GRU,N
1685,GRUB,Y,GrubHub Inc. Common Stock,N, ,N,100.0,N,,GRUB,GRUB,N
1686,GRVY,Y,"GRAVITY Co., Ltd. - American depositary shares, each representing one common share.",Q,G,N,100.0,N,N,,GRVY,N
1687,GRX,Y,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,,GRX,GRX,N
1688,GSAT,Y,"Globalstar, Inc. Common Stock",A, ,N,100.0,N,,GSAT,GSAT,N
1689,GSB,Y,"GlobalSCAPE, Inc. Common Stock",A, ,N,100.0,N,,GSB,GSB,N
1690,GSBC,Y,"Great Southern Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,N,,GSBC,N
1691,GSC,Y,Goldman Sachs Connect S&P Enhanced Commodity Total Return Strategy Index,P, ,N,100.0,N,,GSC,GSC,N
1692,GSH,Y,Guangshen Railway Company Limited Common Stock,N, ,N,100.0,N,,GSH,GSH,N
1693,GSIT,Y,"GSI Technology, Inc. - Common Stock",Q,Q,N,100.0,N,N,,GSIT,N
1694,GSK,Y,GlaxoSmithKline PLC Common Stock,N, ,N,100.0,N,,GSK,GSK,N
1695,GSL,Y,Global Ship Lease Inc New Class A Common Shares,N, ,N,100.0,N,,GSL,GSL,N
1696,GSP,Y,"Barclays Bank PLC iPath Exchange Traded Notes due June 12, 2036 Linked to GSCI Total Return Index",P, ,N,100.0,N,,GSP,GSP,N
1697,GSS,Y,"Golden Star Resources, Ltd Common Stock",A, ,N,100.0,N,,GSS,GSS,N
1698,GSY,Y,Invesco Ultra Short Duration ETF,P, ,Y,100.0,N,,GSY,GSY,N
1699,GTE,Y,Gran Tierra Energy Inc. Common Stock,A, ,N,100.0,N,,GTE,GTE,N
1700,GTIM,Y,Good Times Restaurants Inc. - Common Stock,Q,S,N,100.0,N,N,,GTIM,N
