id,stock,Nasdaq Traded,security_name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
3300,RVNU,Y,Xtrackers Municipal Infrastructure Revenue Bond ETF,P, ,Y,100.0,N,,RVNU,RVNU,N
3301,RVP,Y,"Retractable Technologies, Inc. Common Stock",A, ,N,100.0,N,,RVP,RVP,N
3302,RVSB,Y,Riverview Bancorp Inc - Common Stock,Q,Q,N,100.0,N,N,,RVSB,N
3303,RVT,Y,"Royce Value Trust, Inc. Common Stock",N, ,N,100.0,N,,RVT,RVT,N
3304,RWL,Y,Invesco Exchange-Traded Fund Trust II Invesco S&P 500 Revenue ETF,P, ,Y,100.0,N,,RWL,RWL,N
3305,RWLK,Y,ReWalk Robotics Ltd. - Ordinary Shares,Q,S,N,100.0,N,D,,RWLK,N
3306,RWM,Y,ProShares Short Russell2000,P, ,Y,100.0,N,,RWM,RWM,N
3307,RWO,Y,SPDR DJ Wilshire Global Real Estate ETF,P, ,Y,100.0,N,,RWO,RWO,N
3308,RWR,Y,SPDR DJ Wilshire REIT ETF,P, ,Y,100.0,N,,RWR,RWR,N
3309,RWT,Y,"Redwood Trust, Inc. Common Stock",N, ,N,100.0,N,,RWT,RWT,N
3310,RWX,Y,SPDR DJ Wilshire Intl Real Estate,P, ,Y,100.0,N,,RWX,RWX,N
3311,RXD,Y,ProShares UltraShort Health Care,P, ,Y,100.0,N,,RXD,RXD,N
3312,RXI,Y,iShares Global Consumer Discretionary ETF,P, ,Y,100.0,N,,RXI,RXI,N
3313,RXL,Y,ProShares Ultra Health Care,P, ,Y,100.0,N,,RXL,RXL,N
3314,RYAAY,Y,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",Q,Q,N,100.0,N,N,,RYAAY,N
3315,RYAM,Y,Rayonier Advanced Materials Inc. Common Stock,N, ,N,100.0,N,,RYAM,RYAM,N
3316,RYE,Y,Invesco S&P 500 Equal Weight Energy ETF,P, ,Y,100.0,N,,RYE,RYE,N
3317,RYH,Y,Invesco S&P 500 Equal Weight Health Care ETF,P, ,Y,100.0,N,,RYH,RYH,N
3318,RYI,Y,Ryerson Holding Corporation Common Stock,N, ,N,100.0,N,,RYI,RYI,N
3319,RYJ,Y,Invesco Raymond James SB-1 Equity ETF,P, ,Y,100.0,N,,RYJ,RYJ,N
3320,RYT,Y,Invesco S&P 500 Equal Weight Technology ETF,P, ,Y,100.0,N,,RYT,RYT,N
3321,RYU,Y,Invesco S&P 500 Equal Weight Utilities ETF,P, ,Y,100.0,N,,RYU,RYU,N
3322,RZG,Y,Invesco S&P Smallcap 600 Pure Growth ETF,P, ,Y,100.0,N,,RZG,RZG,N
3323,SA,Y,"Seabridge Gold, Inc. Ordinary Shares (Canada)",N, ,N,100.0,N,,SA,SA,N
3324,SAA,Y,ProShares Ultra SmallCap600,P, ,Y,100.0,N,,SAA,SAA,N
3325,SABR,Y,Sabre Corporation - Common Stock,Q,Q,N,100.0,N,N,,SABR,N
3326,SAEX,Y,"SAExploration Holdings, Inc. - Common Stock",Q,S,N,100.0,N,D,,SAEX,N
3327,SAFM,Y,"Sanderson Farms, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SAFM,N
3328,SAGE,Y,"Sage Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,N,,SAGE,N
3329,SAIA,Y,"Saia, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SAIA,N
3330,SAIC,Y,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,N, ,N,100.0,N,,SAIC,SAIC,N
3331,SAL,Y,"Salisbury Bancorp, Inc. - Common Stock",Q,S,N,100.0,N,N,,SAL,N
3332,SALM,Y,"Salem Media Group, Inc. - Class A Common Stock",Q,G,N,100.0,N,N,,SALM,N
3333,SALT,Y,Scorpio Bulkers Inc. Common Stock,N, ,N,100.0,N,,SALT,SALT,N
3334,SAM,Y,"Boston Beer Company, Inc. (The) Common Stock",N, ,N,100.0,N,,SAM,SAM,N
3335,SAMG,Y,Silvercrest Asset Management Group Inc. - Common Stock,Q,G,N,100.0,N,N,,SAMG,N
3336,SAN,Y,"Banco Santander, S.A. Sponsored ADR (Spain)",N, ,N,100.0,N,,SAN,SAN,N
3337,SAND,Y,Sandstorm Gold Ltd. Ordinary Shares (Canada),N, ,N,100.0,N,,SAND,SAND,N
3338,SANM,Y,Sanmina Corporation - Common Stock,Q,Q,N,100.0,N,N,,SANM,N
3339,SANW,Y,S&W Seed Company - Common Stock,Q,S,N,100.0,N,N,,SANW,N
3340,SAR,Y,Saratoga Investment Corp New,N, ,N,100.0,N,,SAR,SAR,N
3341,SATS,Y,EchoStar Corporation - Common stock,Q,Q,N,100.0,N,N,,SATS,N
3342,SAVE,Y,"Spirit Airlines, Inc. Common Stock",N, ,N,100.0,N,,SAVE,SAVE,N
3343,SB,Y,"Safe Bulkers, Inc Common Stock ($0.001 par value)",N, ,N,100.0,N,,SB,SB,N
3344,SBAC,Y,SBA Communications Corporation - Class A Common Stock,Q,Q,N,100.0,N,N,,SBAC,N
3345,SBB,Y,ProShares Short SmallCap600,P, ,Y,100.0,N,,SBB,SBB,N
3346,SBBX,Y,SB One Bancorp - Common Stock,Q,G,N,100.0,N,N,,SBBX,N
3347,SBCF,Y,Seacoast Banking Corporation of Florida - Common Stock,Q,Q,N,100.0,N,N,,SBCF,N
3348,SBGI,Y,"Sinclair Broadcast Group, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,SBGI,N
3349,SBI,Y,Western Asset Intermediate Muni Fund Inc Common Stock,N, ,N,100.0,N,,SBI,SBI,N
3350,SBIO,Y,ALPS Medical Breakthroughs ETF,P, ,Y,100.0,N,,SBIO,SBIO,N
3351,SBLK,Y,Star Bulk Carriers Corp. - Common Shares,Q,Q,N,100.0,N,N,,SBLK,N
3352,SBNY,Y,Signature Bank - Common Stock,Q,Q,N,100.0,N,N,,SBNY,N
3353,SBR,Y,Sabine Royalty Trust Common Stock,N, ,N,100.0,N,,SBR,SBR,N
3354,SBS,Y,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),N, ,N,100.0,N,,SBS,SBS,N
3355,SBUX,Y,Starbucks Corporation - Common Stock,Q,Q,N,100.0,N,N,,SBUX,N
3356,SC,Y,Santander Consumer USA Holdings Inc. Common Stock,N, ,N,100.0,N,,SC,SC,N
3357,SCC,Y,ProShares UltraShort Consumer Services,P, ,Y,100.0,N,,SCC,SCC,N
3358,SCCO,Y,Southern Copper Corporation Common Stock,N, ,N,100.0,N,,SCCO,SCCO,N
3359,SCD,Y,LMP Capital and Income Fund Inc. Common Stock,N, ,N,100.0,N,,SCD,SCD,N
3360,SCHA,Y,Schwab U.S. Small-Cap ETF,P, ,Y,100.0,N,,SCHA,SCHA,N
3361,SCHB,Y,Schwab U.S. Broad Market ETF,P, ,Y,100.0,N,,SCHB,SCHB,N
3362,SCHC,Y,Schwab International Small-Cap Equity ETF,P, ,Y,100.0,N,,SCHC,SCHC,N
3363,SCHD,Y,Schwab US Dividend Equity ETF,P, ,Y,100.0,N,,SCHD,SCHD,N
3364,SCHE,Y,Schwab Emerging Markets Equity ETF,P, ,Y,100.0,N,,SCHE,SCHE,N
3365,SCHF,Y,Schwab International Equity ETF,P, ,Y,100.0,N,,SCHF,SCHF,N
3366,SCHG,Y,Schwab U.S. Large-Cap Growth ETF,P, ,Y,100.0,N,,SCHG,SCHG,N
3367,SCHH,Y,Schwab U.S. REIT ETF,P, ,Y,100.0,N,,SCHH,SCHH,N
3368,SCHL,Y,Scholastic Corporation - Common Stock,Q,Q,N,100.0,N,N,,SCHL,N
3369,SCHM,Y,Schwab U.S. Mid Cap ETF,P, ,Y,100.0,N,,SCHM,SCHM,N
3370,SCHN,Y,"Schnitzer Steel Industries, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,SCHN,N
3371,SCHP,Y,Schwab U.S. TIPs ETF,P, ,Y,100.0,N,,SCHP,SCHP,N
3372,SCHV,Y,Schwab U.S. Large-Cap Value ETF,P, ,Y,100.0,N,,SCHV,SCHV,N
3373,SCHW,Y,Charles Schwab Corporation (The) Common Stock,N, ,N,100.0,N,,SCHW,SCHW,N
3374,SCHX,Y,Schwab U.S. Large-Cap ETF,P, ,Y,100.0,N,,SCHX,SCHX,N
3375,SCHZ,Y,Schwab US Aggregate Bond ETF,P, ,Y,100.0,N,,SCHZ,SCHZ,N
3376,SCI,Y,Service Corporation International Common Stock,N, ,N,100.0,N,,SCI,SCI,N
3377,SCIF,Y,VanEck Vectors India Small-Cap Index ETF,P, ,Y,100.0,N,,SCIF,SCIF,N
3378,SCJ,Y,iShares MSCI Japan Sm Cap,P, ,Y,100.0,N,,SCJ,SCJ,N
3379,SCL,Y,Stepan Company Common Stock,N, ,N,100.0,N,,SCL,SCL,N
3380,SCM,Y,Stellus Capital Investment Corporation Common Stock,N, ,N,100.0,N,,SCM,SCM,N
3381,SCO,Y,ProShares UltraShort Bloomberg Crude Oil,P, ,Y,100.0,N,,SCO,SCO,N
3382,SCS,Y,Steelcase Inc. Common Stock,N, ,N,100.0,N,,SCS,SCS,N
3383,SCSC,Y,"ScanSource, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SCSC,N
3384,SCU,Y,"Sculptor Capital Management, Inc. Class A Common Stock",N, ,N,100.0,N,,SCU,SCU,N
3385,SCVL,Y,"Shoe Carnival, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SCVL,N
3386,SCX,Y,L.S. Starrett Company (The) Common Stock,N, ,N,100.0,N,,SCX,SCX,N
3387,SCYX,Y,"SCYNEXIS, Inc. - Common Stock",Q,G,N,100.0,N,N,,SCYX,N
3388,SCZ,Y,iShares MSCI EAFE Small-Cap ETF,Q,G,Y,100.0,N,N,,SCZ,N
3389,SD,Y,"SandRidge Energy, Inc. Common Stock",N, ,N,100.0,N,,SD,SD,N
3390,SDD,Y,ProShares UltraShort SmallCap600,P, ,Y,100.0,N,,SDD,SDD,N
3391,SDOG,Y,ALPS Sector Dividend Dogs ETF,P, ,Y,100.0,N,,SDOG,SDOG,N
3392,SDOW,Y,UltraPro Short Dow30,P, ,Y,100.0,N,,SDOW,SDOW,N
3393,SDP,Y,ProShares UltraShort Utilities,P, ,Y,100.0,N,,SDP,SDP,N
3394,SDPI,Y,"Superior Drilling Products, Inc. Common Stock",A, ,N,100.0,N,,SDPI,SDPI,N
3395,SDRL,Y,Seadrill Limited Common Stock,N, ,N,100.0,N,,SDRL,SDRL,N
3396,SDY,Y,SPDR S&P Dividend ETF,P, ,Y,100.0,N,,SDY,SDY,N
3397,SE,Y,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",N, ,N,100.0,N,,SE,SE,N
3398,SEAC,Y,"SeaChange International, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SEAC,N
3399,SEAS,Y,"SeaWorld Entertainment, Inc. Common Stock",N, ,N,100.0,N,,SEAS,SEAS,N
3400,SEB,Y,Seaboard Corporation Common Stock,A, ,N,1.0,N,,SEB,SEB,N
3401,SEE,Y,Sealed Air Corporation Common Stock,N, ,N,100.0,N,,SEE,SEE,N
3402,SEED,Y,Origin Agritech Limited - Common Stock,Q,S,N,100.0,N,D,,SEED,N
3403,SEIC,Y,SEI Investments Company - Common Stock,Q,Q,N,100.0,N,N,,SEIC,N
3404,SEM,Y,Select Medical Holdings Corporation Common Stock,N, ,N,100.0,N,,SEM,SEM,N
3405,SENEA,Y,Seneca Foods Corp. - Class A Common Stock,Q,Q,N,100.0,N,N,,SENEA,N
3406,SENEB,Y,Seneca Foods Corp. - Class B Common Stock,Q,Q,N,100.0,N,N,,SENEB,N
3407,SERV,Y,"ServiceMaster Global Holdings, Inc. Common Stock",N, ,N,100.0,N,,SERV,SERV,N
3408,SF,Y,Stifel Financial Corporation Common Stock,N, ,N,100.0,N,,SF,SF,N
3409,SFBC,Y,"Sound Financial Bancorp, Inc. - Common Stock",Q,S,N,100.0,N,N,,SFBC,N
3410,SFBS,Y,"ServisFirst Bancshares, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SFBS,N
3411,SFE,Y,"Safeguard Scientifics, Inc. New Common Stock",N, ,N,100.0,N,,SFE,SFE,N
3412,SFL,Y,SFL Corporation Ltd,N, ,N,100.0,N,,SFL,SFL,N
3413,SFM,Y,"Sprouts Farmers Market, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SFM,N
3414,SFNC,Y,Simmons First National Corporation - Common Stock,Q,Q,N,100.0,N,N,,SFNC,N
3415,SFUN,Y,"Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares, HK$1.00 par value)",N, ,N,100.0,N,,SFUN,SFUN,N
3416,SFY,Y,SoFi Select 500 ETF,P, ,Y,100.0,N,,SFY,SFY,N
3417,SGA,Y,"Saga Communications, Inc. - Class A Common Stock",Q,G,N,100.0,N,N,,SGA,N
3418,SGB,Y,Southwest Georgia Financial Corporation Common Stock,A, ,N,100.0,N,,SGB,SGB,N
3419,SGC,Y,"Superior Group of Companies, Inc. - Common Stock",Q,G,N,100.0,N,N,,SGC,N
3420,SGDM,Y,Sprott Gold Miners ETF,P, ,Y,100.0,N,,SGDM,SGDM,N
3421,SGEN,Y,"Seattle Genetics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SGEN,N
3422,SGG,Y,iPathA Series B Bloomberg Sugar Subindex Total Return ETN,P, ,N,100.0,N,,SGG,SGG,N
3423,SGMA,Y,"SigmaTron International, Inc. - Common Stock",Q,S,N,100.0,N,N,,SGMA,N
3424,SGMO,Y,"Sangamo Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SGMO,N
3425,SGMS,Y,Scientific Games Corp - Common Stock,Q,Q,N,100.0,N,N,,SGMS,N
3426,SGOC,Y,"SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)",Q,S,N,100.0,N,N,,SGOC,N
3427,SGOL,Y,Aberdeen Standard Physical Gold Shares ETF,P, ,Y,100.0,N,,SGOL,SGOL,N
3428,SGRP,Y,"SPAR Group, Inc. - Common Stock",Q,S,N,100.0,N,D,,SGRP,N
3429,SGU,Y,Star Group L.P. Common Stock,N, ,N,100.0,N,,SGU,SGU,N
3430,SH,Y,ProShares Short S&P500,P, ,Y,100.0,N,,SH,SH,N
3431,SHG,Y,Shinhan Financial Group Co Ltd American Depositary Shares,N, ,N,100.0,N,,SHG,SHG,N
3432,SHI,Y,"SINOPEC Shangai Petrochemical Company, Ltd. Common Stock",N, ,N,100.0,N,,SHI,SHI,N
3433,SHIP,Y,Seanergy Maritime Holdings Corp - Common Stock,Q,S,N,100.0,N,D,,SHIP,N
3434,SHLO,Y,"Shiloh Industries, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SHLO,N
3435,SHLX,Y,"Shell Midstream Partners, L.P. Common Units representing Limited Partner Interests",N, ,N,100.0,N,,SHLX,SHLX,N
3436,SHM,Y,SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond ETF,P, ,Y,100.0,N,,SHM,SHM,N
3437,SHO,Y,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",N, ,N,100.0,N,,SHO,SHO,N
3438,SHOO,Y,"Steven Madden, Ltd. - Common Stock",Q,Q,N,100.0,N,N,,SHOO,N
3439,SHV,Y,iShares Short Treasury Bond ETF,Q,G,Y,100.0,N,N,,SHV,N
3440,SHW,Y,Sherwin-Williams Company (The) Common Stock,N, ,N,100.0,N,,SHW,SHW,N
3441,SHY,Y,iShares 1-3 Year Treasury Bond ETF,Q,G,Y,100.0,N,N,,SHY,N
3442,SID,Y,Companhia Siderurgica Nacional S.A. Common Stock,N, ,N,100.0,N,,SID,SID,N
3443,SIEB,Y,Siebert Financial Corp. - Common Stock,Q,S,N,100.0,N,N,,SIEB,N
3444,SIEN,Y,"Sientra, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SIEN,N
3445,SIF,Y,"SIFCO Industries, Inc. Common Stock",A, ,N,100.0,N,,SIF,SIF,N
3446,SIFY,Y,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share",Q,S,N,100.0,N,N,,SIFY,N
3447,SIG,Y,Signet Jewelers Limited Common Shares,N, ,N,100.0,N,,SIG,SIG,N
3448,SIGI,Y,"Selective Insurance Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SIGI,N
3449,SIJ,Y,ProShares UltraShort Industrials,P, ,Y,100.0,N,,SIJ,SIJ,N
3450,SIL,Y,Global X Silver Miners ETF,P, ,Y,100.0,N,,SIL,SIL,N
3451,SILC,Y,Silicom Ltd - Ordinary Shares,Q,Q,N,100.0,N,N,,SILC,N
3452,SIM,Y,"Grupo Simec, S.A.B. de C.V. American Depositary Shares",A, ,N,100.0,N,,SIM,SIM,N
3453,SIMO,Y,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",Q,Q,N,100.0,N,N,,SIMO,N
3454,SINA,Y,Sina Corporation - Ordinary Shares,Q,Q,N,100.0,N,N,,SINA,N
3455,SINO,Y,"Sino-Global Shipping America, Ltd. - Common Stock",Q,S,N,100.0,N,D,,SINO,N
3456,SIRI,Y,Sirius XM Holdings Inc. - Common Stock,Q,Q,N,100.0,N,N,,SIRI,N
3457,SIVB,Y,SVB Financial Group - Common Stock,Q,Q,N,100.0,N,N,,SIVB,N
3458,SIVR,Y,Aberdeen Standard Physical Silver Shares ETF,P, ,Y,100.0,N,,SIVR,SIVR,N
3459,SIX,Y,Six Flags Entertainment Corporation New Common Stock,N, ,N,100.0,N,,SIX,SIX,N
3460,SJB,Y,ProShares Short High Yield,P, ,Y,100.0,N,,SJB,SJB,N
3461,SJI,Y,"South Jersey Industries, Inc. Common Stock",N, ,N,100.0,N,,SJI,SJI,N
3462,SJM,Y,J.M. Smucker Company (The) New Common Stock,N, ,N,100.0,N,,SJM,SJM,N
3463,SJNK,Y,SPDR Bloomberg Barclays Short Term High Yield Bond ETF,P, ,Y,100.0,N,,SJNK,SJNK,N
3464,SJR,Y,Shaw Communications Inc. Common Stock,N, ,N,100.0,N,,SJR,SJR,N
3465,SJT,Y,San Juan Basin Royalty Trust Common Stock,N, ,N,100.0,N,,SJT,SJT,N
3466,SJW,Y,SJW Group Common Stock (DE),N, ,N,100.0,N,,SJW,SJW,N
3467,SKF,Y,ProShares UltraShort Financials,P, ,Y,100.0,N,,SKF,SKF,N
3468,SKM,Y,"SK Telecom Co., Ltd. Common Stock",N, ,N,100.0,N,,SKM,SKM,N
3469,SKOR,Y,FlexShares Credit-Scored US Corporate Bond Index Fund,Q,G,Y,100.0,N,N,,SKOR,N
3470,SKT,Y,"Tanger Factory Outlet Centers, Inc. Common Stock",N, ,N,100.0,N,,SKT,SKT,N
3471,SKX,Y,"Skechers U.S.A., Inc. Common Stock",N, ,N,100.0,N,,SKX,SKX,N
3472,SKY,Y,Skyline Champion Corporation Common Stock,N, ,N,100.0,N,,SKY,SKY,N
3473,SKYS,Y,"Sky Solar Holdings, Ltd. - American Depositary Shares",Q,S,N,100.0,N,N,,SKYS,N
3474,SKYW,Y,"SkyWest, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SKYW,N
3475,SLB,Y,Schlumberger N.V. Common Stock,N, ,N,100.0,N,,SLB,SLB,N
3476,SLCA,Y,"U.S. Silica Holdings, Inc. Common Stock",N, ,N,100.0,N,,SLCA,SLCA,N
3477,SLCT,Y,"Select Bancorp, Inc. - Common Stock",Q,G,N,100.0,N,N,,SLCT,N
3478,SLF,Y,Sun Life Financial Inc. Common Stock,N, ,N,100.0,N,,SLF,SLF,N
3479,SLGN,Y,Silgan Holdings Inc. - Common Stock,Q,Q,N,100.0,N,N,,SLGN,N
3480,SLM,Y,SLM Corporation - Common Stock,Q,Q,N,100.0,N,N,,SLM,N
3481,SLMBP,Y,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B",Q,Q,N,100.0,N,N,,SLMBP,N
3482,SLP,Y,"Simulations Plus, Inc. - Common Stock",Q,S,N,100.0,N,N,,SLP,N
3483,SLQD,Y,iShares 0-5 Year Investment Grade Corporate Bond ETF,Q,G,Y,100.0,N,N,,SLQD,N
3484,SLRC,Y,Solar Capital Ltd. - Common Stock,Q,Q,N,100.0,N,N,,SLRC,N
3485,SLV,Y,iShares Silver Trust,P, ,Y,100.0,N,,SLV,SLV,N
3486,SLVP,Y,iShares MSCI Global Silver Miners Fund,Z, ,Y,100.0,N,,SLVP,SLVP,N
3487,SLX,Y,VanEck Vectors Steel ETF ,P, ,Y,100.0,N,,SLX,SLX,N
3488,SLY,Y,SPDR S&P 600 Small Cap ETF (based on S&P SmallCap 600 Index -- symbol SML),P, ,Y,100.0,N,,SLY,SLY,N
3489,SLYG,Y,SPDR S&P 600 Small Cap Growth ETF (based on S&P SmallCap 600 Growth Index --symbol CGK),P, ,Y,100.0,N,,SLYG,SLYG,N
3490,SLYV,Y,SPDR S&P 600 Small Cap Value ETF (based on S&P SmallCap Value Index--symbol--CVK,P, ,Y,100.0,N,,SLYV,SLYV,N
3491,SM,Y,SM Energy Company Common Stock,N, ,N,100.0,N,,SM,SM,N
3492,SMB,Y,VanEck Vectors AMT-Free Short Municipal Index ETF,Z, ,Y,100.0,N,,SMB,SMB,N
3493,SMBC,Y,"Southern Missouri Bancorp, Inc. - Common Stock",Q,G,N,100.0,N,N,,SMBC,N
3494,SMDD,Y,UltraPro Short MidCap400,P, ,Y,100.0,N,,SMDD,SMDD,N
3495,SMED,Y,Sharps Compliance Corp. - Common Stock,Q,S,N,100.0,N,N,,SMED,N
3496,SMEZ,Y,SPDR EURO STOXX Small Cap ETF,P, ,Y,100.0,N,,SMEZ,SMEZ,N
3497,SMFG,Y,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),N, ,N,100.0,N,,SMFG,SMFG,N
3498,SMG,Y,Scotts Miracle-Gro Company (The) Common Stock,N, ,N,100.0,N,,SMG,SMG,N
3499,SMH,Y,VanEck Vectors Semiconductor ETF,Q,G,Y,100.0,N,N,,SMH,N
3500,SMIN,Y,Ishares MSCI India Small Cap ETF,Z, ,Y,100.0,N,,SMIN,SMIN,N
3501,SMIT,Y,"Schmitt Industries, Inc. - Common Stock",Q,S,N,100.0,N,N,,SMIT,N
3502,SMLL,Y,Direxion Daily Small Cap Bull 2X Shares,P, ,Y,100.0,N,,SMLL,SMLL,N
3503,SMLP,Y,"Summit Midstream Partners, LP Common Units Representing Limited Partner Interests",N, ,N,100.0,N,,SMLP,SMLP,N
3504,SMLV,Y,SPDR SSGA US Small Cap Low Volatility Index ETF,P, ,Y,100.0,N,,SMLV,SMLV,N
3505,SMM,Y,Salient Midstream Common Shares of Beneficial Interest,N, ,N,100.0,N,,SMM,SMM,N
3506,SMMF,Y,"Summit Financial Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SMMF,N
3507,SMN,Y,ProShares UltraShort Basic Materials,P, ,Y,100.0,N,,SMN,SMN,N
3508,SMP,Y,"Standard Motor Products, Inc. Common Stock",N, ,N,100.0,N,,SMP,SMP,N
3509,SMPL,Y,The Simply Good Foods Company - Common Stock,Q,S,N,100.0,N,N,,SMPL,N
3510,SMRT,Y,"Stein Mart, Inc. - Common Stock",Q,S,N,100.0,N,D,,SMRT,N
3511,SMSI,Y,"Smith Micro Software, Inc. - Common Stock",Q,S,N,100.0,N,N,,SMSI,N
3512,SMTX,Y,SMTC Corporation - Common Stock,Q,G,N,100.0,N,N,,SMTX,N
3513,SNCR,Y,"Synchronoss Technologies, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SNCR,N
3514,SNFCA,Y,Security National Financial Corporation - Class A Common Stock,Q,G,N,100.0,N,N,,SNFCA,N
3515,SNLN,Y,Highland/iBoxx Senior Loan ETF,Q,G,Y,100.0,N,N,,SNLN,N
3516,SNN,Y,"Smith & Nephew SNATS, Inc. Common Stock",N, ,N,100.0,N,,SNN,SNN,N
3517,SNP,Y,China Petroleum & Chemical Corporation Common Stock,N, ,N,100.0,N,,SNP,SNP,N
3518,SNPS,Y,"Synopsys, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SNPS,N
3519,SNR,Y,New Senior Investment Group Inc. Common Stock,N, ,N,100.0,N,,SNR,SNR,N
3520,SNSS,Y,"Sunesis Pharmaceuticals, Inc. - Common Stock",Q,S,N,100.0,N,D,,SNSS,N
3521,SNV,Y,Synovus Financial Corp. Common Stock,N, ,N,100.0,N,,SNV,SNV,N
3522,SNX,Y,Synnex Corporation Common Stock,N, ,N,100.0,N,,SNX,SNX,N
3523,SNY,Y,Sanofi - American Depositary Shares,Q,Q,N,100.0,N,N,,SNY,N
3524,SO,Y,Southern Company (The) Common Stock,N, ,N,100.0,N,,SO,SO,N
3525,SOCL,Y,Global X Social Media ETF,Q,G,Y,100.0,N,N,,SOCL,N
3526,SOHO,Y,Sotherly Hotels Inc. - Common Stock,Q,G,N,100.0,N,N,,SOHO,N
3527,SOHU,Y,Sohu.com Limited  - American Depositary Shares,Q,Q,N,100.0,N,N,,SOHU,N
3528,SOL,Y,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),N, ,N,100.0,N,,SOL,SOL,N
3529,SON,Y,Sonoco Products Company Common Stock,N, ,N,100.0,N,,SON,SON,N
3530,SOR,Y,"Source Capital, Inc. Common Stock",N, ,N,100.0,N,,SOR,SOR,N
3531,SORL,Y,"SORL Auto Parts, Inc. - Common Stock",Q,G,N,100.0,N,N,,SORL,N
3532,SOXL,Y,Direxion Daily Semiconductor Bull 3x Shares,P, ,Y,100.0,N,,SOXL,SOXL,N
3533,SOXS,Y,Direxion Daily Semiconductor Bear 3x Shares,P, ,Y,100.0,N,,SOXS,SOXS,N
3534,SOXX,Y,iShares PHLX SOX Semiconductor Sector Index Fund,Q,G,Y,100.0,N,N,,SOXX,N
3535,SP,Y,SP Plus Corporation - Common Stock,Q,Q,N,100.0,N,N,,SP,N
3536,SPAR,Y,"Spartan Motors, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SPAR,N
3537,SPB,Y,"Spectrum Brands Holdings, Inc. Common Stock",N, ,N,100.0,N,,SPB,SPB,N
3538,SPCB,Y,"SuperCom, Ltd. - Ordinary Shares",Q,S,N,100.0,N,D,,SPCB,N
3539,SPFF,Y,Global X SuperIncome Preferred ETF,P, ,Y,100.0,N,,SPFF,SPFF,N
3540,SPG,Y,"Simon Property Group, Inc. Common Stock",N, ,N,100.0,N,,SPG,SPG,N
3541,SPH,Y,"Suburban Propane Partners, L.P. Common Stock",N, ,N,100.0,N,,SPH,SPH,N
3542,SPHB,Y,Invesco S&P 500 High Beta ETF,P, ,Y,100.0,N,,SPHB,SPHB,N
3543,SPHQ,Y,Invesco S&P 500 Quality ETF,P, ,Y,100.0,N,,SPHQ,SPHQ,N
3544,SPKE,Y,"Spark Energy, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,SPKE,N
3545,SPLK,Y,Splunk Inc. - Common Stock,Q,Q,N,100.0,N,N,,SPLK,N
3546,SPLP,Y,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,N, ,N,100.0,N,,SPLP,SPLP,N
3547,SPNS,Y,Sapiens International Corporation N.V. - Common Shares,Q,S,N,100.0,N,N,,SPNS,N
3548,SPOK,Y,"Spok Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SPOK,N
3549,SPPP,Y,Sprott Physical Platinum and Palladium Trust,P, ,Y,100.0,N,,SPPP,SPPP,N
3550,SPR,Y,"Spirit Aerosystems Holdings, Inc. Common Stock",N, ,N,100.0,N,,SPR,SPR,N
3551,SPRO,Y,"Spero Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SPRO,N
